,diravg,dirmax,dmgarea,dmgmoney,exintgtm,extingdt,humidcurr,humidmin,humidrel,ocurcause,ocurdo,ocurdt,ocuremd,ocurgm,ocurjibun,ocurri,ocursgg,ocuryoil,ownersec,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax
483,SSE,WSW,0.01,1060,156,201305142200,84.0,0.0,0.0,입산자실화,경북,201305142004,축산,경북,산10,기암,영덕,화, ,15.5,14,77.2,94.0,14.3,0.8,1.0
484,E,ENE,0.01,9130,39,201305141610,28.0,0.0,0.0,산나물채취객,경북,201305141531,구평,경북,산29, ,구미,화, ,19.0,12,86.2,94.0,29.0,1.9,1.9
485,SSW,SSE,0.1,11790,130,201305141610,13.0,0.0,0.0,논두렁소각,경북,201305141440,양북,경북,산366,용동,경주,화, ,14.0,13,68.2,80.0,31.1,3.6,3.9
486,S,WSW,0.02,5549,150,201305141033,75.3,0.0,0.0,입산자실화,강원,201305140843,화천,강원,산55,동촌,화천,화, ,15.5,4,22.3,38.0,15.3,0.2,3.5
487,ENE,E,0.02,5360,42,201305131610,74.0,0.0,0.0,입산자실화,경북,201305131528,오천,경북,산47-1,항사,포항 남,월, ,11.0,12,68.6,94.0,18.6,2.4,4.3
488,W,S,0.01,375,50,201305131230,36.0,0.0,0.0,산나물채취객,경남,201305131140,백전,경남,산32,오천,함양,월, ,11.0,12,60.7,80.0,25.8,3.8,3.6
489,SW,SW,0.1,7271,130,201305121530,29.0,0.0,0.0,입산자실화,강원,201305121400,미로,강원,산141,하거노,삼척,일, ,27.0,10,84.0,94.0,29.2,6.7,6.9
490,W,WNW,0.1,10060,102,201305091612,25.0,0.0,0.0,농산폐기물소각,경북,201305091510,임동,경북,산29,고천,안동,목, ,4.0,7,87.1,94.0,26.5,3.9,5.4
491,S,WNW,1.0,293433,955,201305090855,48.0,0.0,0.0,입산자실화,경북,201305082300,남정,경북,산62-4,사암,영덕,수, ,5.0,8,49.7,66.0,22.0,0.5,0.7
492,S,WNW,0.01,8741,307,201305082130,48.0,0.0,0.0,입산자실화,경북,201305081823,남정,경북,산62-3,사암,영덕,수, ,5.0,8,86.1,94.0,22.0,0.5,0.7
493,NW,ESE,0.2,9251,205,201305071440,35.0,0.0,0.0,담뱃불실화,강원,201305081235,강림,강원,산148,강림,횡성,수, ,2.0,6,72.1,94.0,23.9,2.1,2.4
494,ESE,ESE,0.01,3461,130,201305071240,76.0,0.0,0.0,입산자실화,강원,201305081110,설악,강원,산41, ,속초,수, ,5.0,6,67.0,94.0,16.5,3.8,3.8
495,SE,SE,0.15,2793,250,201305071720,67.0,0.0,0.0,입산자실화,전남,201305071430,소라,전남,산150-22,현천,여수,화, ,0.0,0,83.0,94.0,16.5,4.5,8.0
496,SSW,NW,1.0,3000,140,201305061630,49.6,0.0,0.0,입산자실화,충북,201305061450,마로,충북,산38,소여,보은,월, ,3.0,5,77.3,92.0,24.4,1.4,4.5
497,SW,SSW,0.1,7663,129,201305061619,23.0,0.0,0.0,입산자실화,강원,201305061450,동,강원,산10,지내,춘천,월, ,3.0,3,84.2,98.0,22.8,4.2,5.3
498,N,NW,0.3,4263,55,201305061530,63.9,0.0,0.0,입산자실화,전남,201305061435,함평,전남,산2-1,수호,함평,월, ,0.0,0,80.1,94.0,20.4,5.5,5.2
499,NW,NNW,0.3,2240,236,201305061500,68.7,0.0,0.0,쓰레기소각,전남,201305061224,삼호,전남,산50,동호,영암,월, ,0.0,0,86.7,92.0,19.4,5.2,4.2
500,ENE,SW,0.06,1400,100,201305061012,44.3,0.0,0.0,입산자실화,울산,201305060912,대안,울산,산195, ,북,월, ,11.0,4,27.9,42.0,21.8,1.8,1.3
501,SW,NW,0.09,7850,58,201305060825,35.7,0.0,0.0,등산객실화,경북,201305060727,창포동,경북,29646, ,북구,월, ,2.0,5,77.3,92.0,16.4,2.5,3.2
502,정온,SW,0.5,5717,303,201305060430,93.0,0.0,0.0,입산자실화,강원,201305060127,동,강원,산14,만천,춘천,월, ,3.2,4,76.6,92.0,9.8,0.1,2.1
503,WNW,N,0.1,16843,155,201305051740,22.0,0.0,0.0,입산자실화,전남,201305051545,벌량,전남, ,원창,순천,일, ,1.0,5,88.3,94.0,24.0,2.6,5.8
504,NW,WSW,0.03,0,58,201305051420,17.0,0.0,0.0,산나물채취객,경남,201305051322,상남,경남,산210,동산,밀양,일, ,2.6,3,70.7,94.0,25.0,2.1,4.0
505,NW,ENE,0.03,0,308,201305051450,17.0,0.0,0.0,입산자실화,대구,201305051142,상인,대구,산32, ,달서,일, ,1.1,2,49.4,56.0,23.2,3.9,2.2
506,W,ENE,0.3,16920,410,201305051540,22.0,0.0,0.0,입산자실화,경북,201305051130,다산,경북,산61-1,월성,고령,일, ,0.0,0,86.5,94.0,21.7,4.8,2.2
507,NW,WNW,0.1,2826,57,201305041330,50.0,0.0,0.0,입산자실화,강원,201305041233,홍천,강원,산17-2,하오안,홍천,토, ,11.5,3,30.3,38.0,15.5,1.2,2.5
508,SW,N,0.8,56023,325,201304301530,79.0,0.0,0.0,입산자실화,강원,201304301205,신기,강원,산157,안의,삼척,화, ,72.6,18,60.1,94.0,14.6,6.0,3.3
509,SW,SW,0.07,1549,55,201304291020,68.0,0.0,0.0,쓰레기소각,강원,201304290925,철암,강원,산72-2, ,태백,월, ,72.6,18,66.1,79.0,14.4,7.4,5.9
510,ENE,ENE,0.3,14876,145,201304271330,34.0,0.0,0.0,입산자실화,강원,201304271145,현남,강원,산114-1,북분,양양,토, ,45.0,22,44.9,72.0,15.3,3.1,4.0
511,SW,WSW,0.1,2099,138,201304221810,20.0,0.0,0.0,입산자실화,전남,201304221632,문내,전남,산164,석교,해남,월, ,62.0,17,87.5,92.0,18.2,2.8,3.9
512,N,SSW,0.1,3114,41,201304191150,18.0,0.0,0.0,입산자실화,강원,201304191109,남,강원,산240,신대,홍천,금, ,19.0,15,69.3,94.0,10.5,1.6,2.6
513,ENE,N,0.2,3000,410,201304190400,58.0,0.0,0.0,입산자실화,경남,201304182350,상북,경남,산147,소토,양산,목, ,50.5,10,32.9,58.0,10.9,5.3,1.6
514,W,NNW,0.1,25046,1250,201304190730,16.0,0.0,0.0,입산자실화,강원,201304181840,서,강원,산225,팔봉,홍천,목, ,21.0,15,85.1,94.0,15.9,3.5,3.3
515,W,SSW,0.01,5050,51,201304181445,44.0,0.0,0.0,입산자실화,경북,201304181354,지천,경북,산4-1,덕산,칠곡,목, ,32.5,10,75.4,87.0,19.6,2.3,3.9
516,SW,SE,0.01,0,153,201304162150,78.0,0.0,0.0,방화 추정,서울,201304161957,마천,서울,54-20, ,송파,화, ,31.0,16,48.1,58.0,13.5,4.8,1.9
517,SSW,N,0.01,0,40,201304161640,23.0,0.0,0.0,하우스용접,전북,201304161600,용담,전북,산67,호계,진안,화, ,21.0,10,75.1,87.0,26.1,3.4,6.3
518,SSW,SW,0.2,990,230,201304161750,32.0,0.0,0.0,농산폐기물소각,세종,201304161520,부강,세종,산117,노호,세종,화, ,0.0,2,0.0,0.0,25.6,7.7,9.3
519,WSW,SW,2.0,58611,325,201304161830,27.0,0.0,0.0,공장쓰레기소각,충북,201304161505,오창,충북,산30-1,화산,청원,화, ,0.0,14,70.9,88.0,25.6,5.7,11.9
520,SSW,SSW,0.5,4259,200,201304161700,58.0,0.0,0.0,성묘객실화,전남,201304161500,대호,전남,산167, ,나주,화, ,16.5,11,83.5,92.0,22.6,7.4,8.7
521,NNE,NW,0.8,40530,131,201304161519,25.0,0.0,0.0,성묘객실화,경북,201304161348,동명,경북,산2-3,가천,칠곡,화, ,31.5,10,66.2,80.0,26.6,1.1,3.9
522,SW,SW,1.0,5675,120,201304161500,42.0,0.0,0.0,터널용접작업,전남,201304161340,북일,전남,산72,성덕,장성,화, ,22.0,9,89.3,94.0,24.7,9.0,8.0
523,SSW,WSW,3.0,0,530,201304161810,21.0,0.0,0.0,쓰레기소각,전북,201304161240,경천,전북,산51,가천,완주,화, ,21.0,10,82.6,94.0,26.9,3.6,8.6
524,SSE,SSW,0.2,1670,55,201304161215,32.0,0.0,0.0,농산폐기물소각,전북,201304161120,옥구,전북,산25,선제,군산,화, ,14.4,14,60.7,72.0,25.4,9.2,12.4
525,ENE,SSW,0.03,5120,111,201304161205,38.0,0.0,0.0,자동차화재,경북,201304161054,내남,경북,산127,명계,경주,화, ,51.0,10,35.2,86.0,20.9,1.8,6.3
526,W,WSW,0.1,7100,218,201304142230,16.0,0.0,0.0,주택화재비화,경북,201304142012,현서,경북,산35,두현,청송,일, ,42.0,8,82.6,94.0,8.9,3.8,4.9
527,WNW,NW,0.05,0,35,201304141640,23.0,0.0,0.0,쓰레기소각,충남,201304141605,부여,충남,산47-1,능산,부여,일, ,1.0,0,78.2,87.0,11.4,5.3,6.4
528,WNW,SW,0.9,0,229,201304141730,20.0,0.0,0.0,입산자실화,충남,201304141501,복수,충남,산1-1,수영,금산,월, ,0.2,0,78.3,87.0,14.8,4.8,8.0
529,SW,SSW,0.01,0,220,201304140400,81.0,0.0,0.0,낙뢰,충남,201304140140,면천,충남,산24,율사,당진,일, ,19.9,12,42.1,61.0,11.1,5.8,8.5
530,SE,SW,7.0,0,1110,201304140830,29.0,0.0,0.0,풍등에 의한 실화,충남,201304132120,벌곡,충남,산79,신양,논산,토, ,21.0,7,70.7,87.0,15.6,4.4,5.2
531,SSE,SSE,0.3,3474,56,201304131900,23.0,0.0,0.0,논밭두렁소각,전남,201304131804,삼기,전남,산547-3,수산,곡성,토, ,0.0,0,88.3,94.0,17.5,4.8,8.0
532,SW,SW,0.4,4000,140,201304131820,33.0,0.0,0.0,등산객실화,경남,201304131640,하북,경남,산63-2,용연,양산,토, ,50.0,7,71.4,94.0,16.1,7.4,6.3
533,WSW,SSW,0.09,2480,35,201304131635,15.0,0.0,0.0,입산자실화,경북,201304131600,외동,경북,산161-1,녹동,경주,토, ,50.5,8,68.8,87.0,20.4,6.8,7.2
534,SSW,SSW,0.3,0,130,201304131715,22.0,0.0,0.0,입산자실화,전북,201304131545,주산,전북,산118-1,사산,부안,토, ,14.5,7,76.1,86.0,20.0,6.8,9.3
535,SW,WSW,0.1,292,200,201304131720,22.0,0.0,0.0,농산폐기물소각,충남,201304131520,우성,충남,산35 외 2,죽당,공주,토, ,14.5,11,83.8,94.0,19.3,6.6,8.8
536,SSW,SW,0.05,0,45,201304131540,23.0,0.0,0.0,농산폐기물소각,대전,201304131455,판암,대전,산48-9, ,동,토, ,24.6,12,87.3,94.0,19.4,4.4,5.8
537,SSW,WNW,0.2,0,117,201304131553,23.0,0.0,0.0,입산자실화,대전,201304131436,하소,대전,산32-1, ,동,토, ,24.6,12,86.9,94.0,19.4,4.4,5.2
538,SSW,SSW,0.01,760,44,201304131330,20.0,0.0,0.0,쓰레기소각,경북,201304131246,죽변,경북,381-1,화성,울진,토, ,24.5,11,71.4,86.0,19.3,4.1,4.3
539,SSW,SW,0.4,10194,142,201304131340,29.0,0.0,0.0,입산자실화,경기,201304131158,월롱,경기,산117-3,영태,파주,토, ,15.0,7,71.0,78.0,14.1,6.2,6.4
540,SSW,SW,0.3,6906,134,201304131320,29.0,0.0,0.0,농산폐기물소각,경기,201304131146,광탄,경기,산29-1,마장,파주,토, ,15.0,7,68.8,80.0,14.1,6.2,11.9
541,S,SW,0.01,0,37,201304131040,21.0,0.0,0.0,쓰레기소각,경북,201304131003,기성,경북,637-2 도,망양리,울진,토, ,23.5,11,65.6,92.0,14.8,5.2,2.6
542,NNW,NE,0.16,802,42,201304122207,29.0,0.0,0.0,담뱃불실화,부산,201304122125,선,부산,산5, ,금정,금, ,71.5,7,88.0,94.0,9.9,1.9,2.7
543,W,SW,0.02,0,40,201304121825,28.0,0.0,0.0,담뱃불실화,충북,201304121745,소이,충북,산34-1,충도,음성,금, ,35.0,11,45.9,59.0,10.4,4.5,7.2
544,W,WNW,0.03,0,55,201304121820,22.0,0.0,0.0,입산자실화,전북,201304121725,고산,전북,산79-3,율곡,완주,금, ,22.5,8,58.0,73.0,11.8,5.0,3.9
545,NW,NW,0.05,0,30,201304121753,26.0,0.0,0.0,입산자실화,대전,201304121723,낭원,대전,산9-13, ,동,금, ,19.5,6,38.8,48.0,13.2,3.3,3.1
546,S,SSW,0.01,0,30,201304121520,27.0,0.0,0.0,입산자실화,부산,201304121450,장안,부산,산174-9,오,기장,금, ,5.0,14,56.7,94.0,14.0,3.0,7.6
547,WNW,NW,0.01,4718,51,201304121220,22.0,0.0,0.0,산나물채취객,경남,201304121129,하이,경남,산99,덕호,고성,금, ,36.0,7,63.4,94.0,12.0,2.5,3.4
548,W,NW,0.1,208,147,201304111840,29.0,0.0,0.0,주택화재비화,전북,201304111653,화산,전북,산29-3,화평,완주,목, ,22.5,8,53.4,73.0,12.5,5.7,7.2
549,WSW,W,0.03,360,50,201304111115,34.0,0.0,0.0,입산자실화,전북,201304111025,화산,전북,산17,화평,완주,목, ,22.5,8,46.3,72.0,9.5,4.8,6.5
550,NW,NW,0.3,0,150,201304101830,41.0,0.0,0.0,입산자실화,대전,201304101640,장,대전,산22-1, ,유성,수, ,19.5,8,51.0,59.0,9.2,3.3,3.8
551,W,SW,0.01,1140,50,201304101550,22.0,0.0,0.0,입산자실화,경북,201304101500,병곡,경북,산19,거무역,영덕,수, ,27.0,4,62.5,87.0,11.4,6.9,11.5
552,NW,N,0.5,4051,410,201304101730,51.0,0.0,0.0,입산자실화,전남,201304101320,임자,전남,산325,재원,신안,수, ,18.5,4,58.9,78.0,7.2,8.0,7.1
553,WSW,WNW,1.5,24117,400,201304091700,18.0,0.0,0.0,주택아궁이 불씨,전남,201304091300,남평,전남,산28,풍림,나주,화, ,16.5,3,89.1,94.0,13.1,6.4,10.6
554,WSW,NW,0.2,4485,105,201304091310,19.0,0.0,0.0,담뱃불실화,경남,201304091205,백전,경남,산22,오전,함양,화, ,18.0,3,56.9,78.0,12.5,8.5,10.7
555,SW,S,1.0,964,230,201304081630,36.0,0.0,0.0,입산자실화,전남,201304081400,화양,전남,산301-1,이몽,여수,월, ,23.0,2,69.1,86.0,15.1,5.3,3.1
556,SW,SE,0.02,1200,34,201304051540,58.0,0.0,0.0,논두렁소각,울산,201304051506,달천,울산,산85-3, ,북,금, ,3.0,6,53.2,73.0,15.5,3.1,3.4
557,SSE,E,0.01,150,138,201304051325,33.0,0.0,0.0,논밭두렁소각,충북,201304051147,회인,충북,산 8-2,건천,보은,금, ,2.5,1,64.2,80.0,17.1,3.8,4.0
558,SE,SSE,0.8,1148,200,201304051250,59.0,0.0,0.0,성묘객실화,전남,201304051050,석현,전남,산4-17, ,목포,금, ,1.8,4,68.9,72.0,14.9,4.0,4.3
559,NNE,ESE,0.1,0,220,201304041800,17.0,0.0,0.0,작업장실화,충남,201304041540,초촌,충남,산1-2,신암,부여,목, ,0.5,2,84.7,92.0,21.6,1.1,1.7
560,W,WNW,0.1,1138,100,201304041620,20.0,0.0,0.0,논두렁소각,전남,201304041520,대덕,전남,산45,문학,담양,목, ,1.0,5,88.3,94.0,22.1,2.1,3.1
561,SE,ESE,0.3,10710,125,201304041520,20.0,0.0,0.0,밭두렁소각,경북,201304041355,안정,경북,산15-6,옹암,영주,목, ,1.5,5,87.1,94.0,19.3,1.6,3.9
562,ENE,NW,0.02,120,50,201304041350,25.0,0.0,0.0,농산폐기물소각,경남,201304041300,군북,경남,산132,동촌,함안,목, ,3.5,5,87.0,94.0,20.9,0.7,1.3
563,ESE,NE,0.02,2520,110,201304041320,20.0,0.0,0.0,입산자실화,경남,201304041210,안의,경남,산50,대대리,함양,목, ,0.0,0,83.0,98.0,17.8,3.4,1.5
564,ENE,ENE,0.2,0,40,201304041240,26.0,0.0,0.0,밭두렁소각,충남,201304041200,신풍,충남,산42-1,용수,공주,목, ,0.5,2,64.0,73.0,18.7,1.4,4.0
565,NNW,NNW,0.15,0,127,201304031630,29.0,0.0,0.0,쓰레기소각,세종,201304031503,전의,세종, ,다방,세종,수, ,0.6,1,0.0,0.0,16.7,2.0,5.0
566,SW,WSW,0.01,0,140,201304031620,34.0,0.0,0.0,입산자실화,경남,201304031440,연초,서부,산2-1,죽토,거제,수, ,0.0,0,77.6,94.0,16.8,3.4,5.7
567,WSW,N,0.5,4232,110,201304031540,19.0,0.0,0.0,논두렁소각,전남,201304031430,봉황,전남,산56-4,욱곡,나주,수, ,1.0,3,86.6,94.0,17.4,1.9,2.8
568,NW,NW,0.03,0,40,201304031430,18.0,0.0,0.0,논두렁소각,광주,201304031350,대산,광주,산61, ,광산,수, ,1.0,3,90.1,94.0,16.3,2.0,7.6
569,SSW,SW,0.2,707,204,201304031500,52.0,0.0,0.0,입산자실화,전남,201304031256,상암,전남,산353, ,여수,수, ,0.0,0,88.0,94.0,13.5,3.7,5.4
570,SSW,SSE,0.01,0,30,201304011520,14.0,0.0,0.0,입산자실화,전북,201304011450,상전,서부,산57-6,월포,진안,월, ,1.0,1,69.5,87.0,19.6,3.9,3.9
571,SE,NNW,0.01,1445,50,201304011510,19.0,0.0,0.0,입산자실화,강원,201304011420,동,강원,산14-1,만천,춘천,화, ,0.2,0,83.6,98.0,14.6,1.4,3.1
572,E,S,0.1,8430,58,201304011430,21.0,0.0,0.0,전봇대전기누전,경북,201304011332,진보,경북,120-1,시량,청송,월, ,0.0,0,69.2,94.0,16.9,3.3,3.7
573,NW,SSE,0.03,0,55,201304011425,21.0,0.0,0.0,입산자실화,전북,201304011330,비봉,전북,산4,내월,완주,월, ,2.5,1,51.4,86.0,18.6,2.2,6.7
574,SE,SE,0.05,878,125,201304011400,49.0,0.0,0.0,담뱃불실화,전남,201304011235,약산,전남,산109,해동,완도,월, ,0.0,0,85.7,94.0,14.2,6.4,9.8
575,정온,ESE,0.16,270,55,201304011240,57.0,0.0,0.0,작업장용접,경남,201304011145,함안,경남,산100,북촌,함안,월, ,3.5,1,34.5,52.0,13.2,0.4,6.0
576,NNW,NE,0.1,2130,40,201303311620,19.0,0.0,0.0,밭두렁소각,전남,201303311540,담양,전남,산101-3,삼만리,담양,일, ,26.5,13,86.2,94.0,14.8,3.2,4.8
577,NW,NNE,0.03,0,40,201303311300,45.0,0.0,0.0,담뱃불실화,인천,201303311220,경서,인천,산184, ,서,일, ,30.7,15,58.6,68.0,7.4,3.2,2.3
578,NNE,WNW,1.0,7329,230,201303302100,35.0,0.0,0.0,논밭두렁소각,전남,201303301830,다도,전남,산186,판촌,나주,토, ,36.0,12,79.7,87.0,10.3,2.2,2.4
579,SE,SSE,0.01,1084,50,201303301515,48.0,0.0,0.0,입산자실화,부산,201303301425,우,부산,산104-2, ,해운대,토, ,42.0,11,58.2,66.0,13.7,2.9,2.6
580,WSW,W,0.3,0,121,201303301540,17.0,0.0,0.0,담뱃불실화,경기,201303301419,덕양구,경기,산6-2,대자,고양,토, ,11.5,17,77.4,84.0,9.4,3.8,8.6
581,WNW,NNW,0.05,0,110,201303301430,16.0,0.0,0.0,담뱃불실화,전북,201303301320,화산,전북,산100-1,운곡,완주,토, ,18.5,4,57.2,72.0,12.4,2.3,3.5
582,SE,S,1.0,2300,155,201303301400,37.0,0.0,0.0,농산폐기물소각,경남,201303301205,진북,경남,산51,부산,창원 마산합포,토, ,47.5,12,75.9,94.0,13.1,4.0,3.2
583,W,ENE,0.1,7780,121,201303301240,23.0,0.0,0.0,입산자실화,경북,201303301119,공성,경북,산84,영오,상주,토, ,17.5,12,79.0,94.0,9.2,1.6,2.1
584,WSW,WNW,0.1,0,105,201303291840,21.0,0.0,0.0,밭두렁소각,충북,201303291735,생극,충북,산9,방축,음성,금, ,21.5,16,45.1,80.0,10.7,4.2,8.0
585,WNW,NNW,0.9,22556,357,201303291910,18.0,0.0,0.0,농산폐기물소각,경기,201303291513,법원,경기,산69-3,갈곡,파주,금, ,1.0,9,83.9,94.0,10.7,4.8,6.1
586,SW,S,0.01,45,120,201303291545,10.0,0.0,0.0,쓰레기소각,경남,201303291425,신수,경남, , ,사천,금, ,30.0,10,84.2,92.0,16.4,2.0,3.6
587,N,SE,0.1,0,218,201303291500,33.0,0.0,0.0,농산폐기물소각,인천,201303291242,금곡,인천,산211-5, ,서,금, ,29.5,13,76.6,86.0,7.1,4.2,2.4
588,N,WNW,0.2,0,315,201303291500,22.0,0.0,0.0,농산폐기물소각,전북,201303291145,산외,전북,산143,오공,정읍,금, ,76.7,11,59.7,73.0,8.1,2.5,3.7
589,NNE,WNW,0.01,50,105,201303291230,17.0,0.0,0.0,농산폐기물소각,경남,201303291125,용덕,경남,산3-1,와요,의령,금, ,56.0,18,85.8,94.0,13.7,3.4,5.1
590,WSW,SW,0.02,346,25,201303280245,21.0,0.0,0.0,방화 추정,강원,201303280220,교,강원,산196-2, ,강릉,목, ,79.5,15,90.5,92.0,12.5,5.5,8.2
591,WSW,WSW,0.05,0,56,201303271845,10.0,0.0,0.0,노숙자실화 추정,서울,201303271749,수유,서울,산127-1, ,강북,수, ,22.5,14,78.7,82.0,13.6,5.0,3.9
592,WSW,W,0.3,1543,110,201303271730,33.0,0.0,0.0,입산자실화,전남,201303271620,경현,전남,산1, ,나주,수, ,50.5,13,86.8,94.0,18.0,2.0,4.3
593,WSW,W,0.1,4872,28,201303271630,14.0,0.0,0.0,담뱃불실화,강원,201303271602,홍천,강원,산52-4,희망,홍천,수, ,31.5,15,87.4,94.0,16.6,2.2,4.9
594,SW,W,4.0,156231,213,201303271650,13.0,0.0,0.0,농산폐기물소각,강원,201303271437,남산,강원,산41-3,강촌,춘천,수, ,30.5,20,83.9,94.0,15.2,2.3,4.9
595,SW,WNW,0.1,200,119,201303271500,28.0,0.0,0.0,쓰레기소각,충남,201303271341,탄천,충남,산19,운곡,공주,수, ,47.0,20,70.5,80.0,14.8,3.2,3.9
596,SW,SW,0.03,300,125,201303271400,49.0,0.0,0.0,입산자실화 추정,전남,201303271235,옥룡,전남,산,용곡리,광양,수, ,74.0,14,59.3,87.0,15.1,3.1,4.4
597,SW,SSE,0.1,0,55,201303271325,40.0,0.0,0.0,쓰레기소각,충북,201303271230,백운,충북,산274,운학,제천,수, ,40.0,10,54.0,94.0,12.2,2.7,4.3
598,ESE,ESE,0.04,0,35,201303261520,43.0,0.0,0.0,양봉업 작업중실화,경남,201303261445,진전,경남,산51,동산,창원 마산합포,화, ,84.5,6,76.6,94.0,11.4,6.3,4.1
599,W,SSW,0.05,4346,45,201303261430,20.0,0.0,0.0,작업장실화,경북,201303261345,용성,경북,산33,일광,경산,화, ,54.6,9,76.2,87.0,12.5,3.0,3.0
600,NNW,N,0.2,0,106,201303261448,16.0,0.0,0.0,논밭두렁소각,전북,201303261342,적상,전북,산68,삼가,무주,화, ,64.5,25,56.3,73.0,10.3,1.9,1.7
601,NNW,NNW,0.3,14720,105,201303251420,14.0,0.0,0.0,쓰레기소각,경북,201303251315,금천,경북,산61,박곡,청도,월, ,66.4,13,77.0,87.0,11.8,4.1,7.7
602,SW,SSW,0.1,2788,102,201303231540,36.0,0.0,0.0,성묘객실화,강원,201303231438,지정,강원,산19-1,안창,원주,토, ,47.5,11,56.5,87.0,11.5,1.5,5.9
603,SSW,WSW,0.3,7834,41,201303231456,54.0,0.0,0.0,농산폐기물소각,전남,201303231415,구례,전남,산58-13,봉선,구례,토, ,0.0,0,87.4,94.0,6.4,3.4,2.0
604,SE,SSE,0.2,890,435,201303231630,56.0,0.0,0.0,담뱃불실화,경기,201303231155,서종,북부,산16,수입,양평,토, ,50.1,6,51.2,59.0,6.3,2.4,4.5
605,NE,WNW,0.05,457,23,201303231140,47.0,0.0,0.0,담뱃불실화,전남,201303231117,신광,전남,산80-1,함정,함평,토, ,88.0,6,61.3,72.0,8.1,1.5,1.9
606,ENE,NW,0.2,22620,140,201303221610,28.0,0.0,0.0,입산자실화,경북,201303221430,은척,경북,산123,하흘,상주,금, ,42.7,6,57.7,73.0,15.6,1.5,5.4
607,SSW,NNE,0.02,435,50,201303211733,23.0,0.0,0.0,밭두렁소각,충북,201303211643,현도,충북,산82,노산,청원,목, ,52.5,19,31.9,42.0,18.3,1.4,1.9
608,S,NW,0.02,0,150,201303171730,12.0,0.0,0.0,원인미상,전북,201303171540,상관,전북,산102,용암,완주,일, ,36.0,14,70.8,87.0,19.1,4.2,4.8
609,S,SW,0.02,0,42,201303171600,12.0,0.0,0.0,입산자실화,전북,201303171518,대성,전북,산11-1, ,전주,일, ,36.0,14,76.4,94.0,19.1,4.2,4.3
610,W,W,0.1,268,115,201303171515,24.0,0.0,0.0,성묘객실화,충남,201303171400,수신,충남,산4-1,발산,천안,일, ,21.0,14,79.8,94.0,17.8,2.8,2.1
611,SW,S,0.05,0,37,201303171430,13.0,0.0,0.0,성묘객실화,전북,201303171353,오수,전북,산80,대명,임실,일, ,36.5,14,78.0,87.0,15.3,3.9,3.7
612,W,SSW,0.15,8282,50,201303171405,24.0,0.0,0.0,원인미상,울산,201303171315,범서,울산,산42,두산,울주,일, ,19.5,14,82.6,94.0,18.0,3.7,5.4
613,N,W,0.1,0,110,201303171320,3.0,0.0,0.0,논밭두렁소각,충북,201303171210,진천,충북,산25-1,장관,진천,일, ,21.0,15,69.3,86.0,15.9,1.6,3.2
614,WSW,SSW,0.01,0,11,201303161600,27.0,0.0,0.0,어린이불장난,부산,201303161549,명장,부산,산103-3, ,동래,토, ,16.5,3,85.6,92.0,17.2,3.5,6.7
615,W,NNW,1.0,5370,33,201303161550,13.0,0.0,0.0,쓰레기소각,전남,201303161517,춘양,전남,산90,우봉,화순,토, ,29.5,15,85.7,94.0,17.2,1.6,4.3
616,S,SE,0.02,2000,38,201303161520,24.0,0.0,0.0,입산자실화,부산,201303161442,우,부산,산133-1, ,해운대,토, ,26.0,15,86.2,94.0,17.2,3.6,2.9
617,WNW,ESE,0.2,18390,1030,201303161055,28.0,0.0,0.0,농산폐기물소각,강원,201303161240,강현,강원,산54,방축,양양,토, ,18.8,3,79.8,98.0,13.0,2.2,5.2
618,SSW,WSW,0.02,0,110,201303161150,46.0,0.0,0.0,쓰레기소각,전북,201303161040,동산,전북,산40,신월,완주,토, ,26.0,15,42.7,60.0,6.3,1.2,2.0
619,WSW,WSW,0.2,0,45,201303121515,36.0,0.0,0.0,쓰레기소각,충북,201303121430,청안,충북,산34,백봉,괴산,화, ,8.0,7,57.4,66.0,15.6,1.4,2.8
620,SE,E,0.2,2233,140,201303121500,59.0,0.0,0.0,논두렁소각,전남,201303121320,신지,전남,산110-2,대곡,완도,화, ,17.0,1,59.9,73.0,15.0,5.9,4.8
621,SSW,SE,0.3,150,245,201303121600,21.0,0.0,0.0,논두렁소각,전북,201303121315,금산,전북,산20,금성,김제,화, ,8.0,11,77.7,87.0,17.7,3.3,4.8
622,S,SSE,0.2,3101,135,201303111705,34.0,0.0,0.0,농산폐기물소각,전남,201303111530,병영,전남,산122-1,삭양,강진,월, ,8.0,1,80.7,87.0,13.9,4.6,4.2
623,WSW,ENE,0.01,20,48,201303111530,9.0,0.0,0.0,원인미상,전북,201303111442,이백,전북,산79-1,서곡,남원,월, ,6.0,7,69.3,87.0,13.7,2.2,3.0
624,NW,W,0.1,1886,40,201303111500,43.0,0.0,0.0,묶밭소각,전남,201303111420,서호,전남,산111-1,성재,영암,월, ,7.6,7,73.3,86.0,11.0,2.5,4.3
625,WSW,SSW,0.3,1054,140,201303111500,25.0,0.0,0.0,농산폐기물소각,전남,201303111320,보산,전남,산42, ,나주,월, ,5.0,7,82.0,87.0,12.8,1.5,2.7
626,S,NNW,0.1,2756,40,201303111330,26.0,0.0,0.0,농산폐기물소각,강원,201303111250,양구,강원,산86,군량,양구,월, ,7.5,7,54.5,76.0,6.9,2.5,2.9
